2024-04-18 10:22:15,690 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
2024-04-18 11:00:56,748 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 11:01:14,765 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 11:01:16,748 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 11:01:29,660 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 11:01:36,099 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 11:01:48,046 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 11:01:50,701 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 11:01:57,462 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 11:02:10,002 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 11:11:34,316 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811114343706617659988903)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:11:35,818 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811114486677678091628041)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:13:27,606 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811133672771930690954527)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:15:39,758 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811154888196038219137850)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:17:11,796 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811172091984879077842275)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:17:26,562 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811173568670828015014485)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:19:24,485 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811193360903044225474363)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:19:33,227 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811194234994176713260151)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:19:40,893 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 202404181119501490437833829007)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:24:21,196 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811243023165725490037987)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:25:22,568 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811253150827674999390295)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:26:37,966 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 202404181126478320734347360533)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:28:53,700 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811290281891694486549352)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:29:30,142 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811293926689408882055362)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:29:43,471 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811295259209187850752154)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:30:40,667 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811304971971935348260121)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:30:40,889 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 202404181130501615277191311139)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:34:20,242 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811342934621153325796460)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:34:40,854 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811344997588317090622781)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:41:23,310 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811413243612032745522844)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:42:30,861 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811423996148403696413361)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:44:47,533 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811445666171888778226243)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:46:56,315 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811470432945630783595779)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:49:42,282 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811495141085670991820505)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:51:36,596 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811514572444357324233463)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:52:37,148 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811524627545693765095230)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:52:53,282 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811525833861296853797786)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:53:08,784 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811531791202802942150444)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:53:09,011 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811531813409024189480996)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:54:07,756 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811541688420475113930594)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:54:07,983 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811541710658731142017506)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:55:09,800 - INFO - error_code=429 error_message='当前分组上游负载已饱和，请稍后再试 (request id: 2024041811551889375250141305300)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:56:44,557 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811565368579555682999281)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:58:25,996 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811583512453924685279864)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:58:26,219 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811583534802578246857644)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 11:59:37,000 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041811594612963435370182078)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 12:00:15,938 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 202404181200255956062351594268)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 12:01:18,546 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041812012767567804175865691)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 12:02:09,115 - INFO - error_code=DeploymentNotFound error_message='The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again. (request id: 2024041812021823770021209032087)' error_param= error_type= message='OpenAI API error received' stream_error=False
2024-04-18 16:35:51,581 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 16:35:51,645 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 16:35:51,646 - ERROR - Unsimplified << /2 >>: Sympify of expression 'could not parse '/2'' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 1), and the simplified expression is << /2 >>
2024-04-18 16:35:51,748 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 16:35:59,945 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 16:36:04,361 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 16:36:04,471 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 16:36:14,050 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 16:36:18,409 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 16:36:25,280 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 16:36:35,060 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 16:37:06,524 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 16:37:42,784 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 16:38:01,355 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
2024-04-18 16:38:27,916 - ERROR - Unsimplified <<  >>: Sympify of expression 'could not parse ''' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 0), and the simplified expression is <<  >>
